CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	tcga_code
SNB19_CENTRAL_NERVOUS_SYSTEM	ACH-001198	SNB-19	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		47			Caucasian		brain_cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	glioma	glioblastoma		LGG
COLO741_SKIN	ACH-000582	COLO 741	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		69			Caucasian	pelvic_wall	colon_carcinoma and melanoma	CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	127.682666	melanoma			SKCM
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000190	HD-MY-Z	metastasis	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS			29			Caucasian	pleura		CCLE		Variable morphology	RPMI-1640+10% FBS	NA	5%DMSO		43.6	lymphoma_Hodgkin	lymphoma_Hodgkin	Lymphoma:Hodgkin	105.1129182	hodgkin_lymphoma			NA
NCIH661_LUNG	ACH-000853	NCI-H661	metastasis	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		43	caucasian		Caucasian	lymph_node	large_cell_lung_cancer	CCLE	ATCC	adherent	RPMI 1640+10%FBS	NA	5%DMSO		59.5	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	209.1259946	NSCLC	NSCLC_large_cell		NA
LNCAPCLONEFGC_PROSTATE	ACH-000977	LNCaP clone FGC	metastasis	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		50	caucasian		Caucasian	lymph_node	prostate_cancer	CCLE	NIBRI						53	prostate	prostate	Prostate:Carcinoma	826.0027861	prostate_adenocarcinoma			PRAD
LS411N_LARGE_INTESTINE	ACH-000985	LS411N	primary	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		32	caucasian		Caucasian			CCLE	ATCC	adherent epithelial	RPMI-1640+10% FBS	NA	5% DMSO		69.9	colorectal	colorectal	Colorectal:Carcinoma	1024.430529	colorectal_adenocarcinoma		MSI	COAD/READ
HCC78_LUNG	ACH-000562	HCC-78	metastasis	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		65	caucasian		Caucasian	pleura	lung_cancer	CCLE	DSMZ	Adhrent and aggregates; dt=60-70hrs	RPMI-1640+10%FBS	NA	10% DMSO	60-70 hrs	33	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	101.6889757	NSCLC	NSCLC_adenocarcinoma		LUAD
YKG1_CENTRAL_NERVOUS_SYSTEM	ACH-000570	YKG1	primary	central_nervous_system	temporal_lobe	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female		NA			Asian		Brain Cancer	CCLE	GNF						NA	glioma	glioma	CNS:Glioma_HighGrade	162.4755531	glioma	glioblastoma		GBM
ESS1_ENDOMETRIUM	ACH-000913	ESS-1	primary	endometrium	NS	NS	NS	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	female		76	caucasian		Caucasian			CCLE					5% DMSO	120hrs??	49.1	endometrium	endometrium	Endometrium:Others	369.3726971	endometrial_stromal_sarcoma			UCEC
U251MG_CENTRAL_NERVOUS_SYSTEM	ACH-000232	U-251 MG	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS	male		NA			Caucasian		Brain Cancer	CCLE	GNF						NA	glioma	glioma	CNS:Glioma	78.37300866	glioma	astrocytoma		GBM
TE11_OESOPHAGUS	ACH-000488	TE-11	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS			58			Asian			CCLE	GNF						NA	esophagus	esophagus	Oesophagus:Carcinoma	161.0920797	esophagus_squamous			ESCA
KS1_CENTRAL_NERVOUS_SYSTEM	ACH-000631	KS-1	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female		NA			Asian			CCLE	GNF						NA	glioma	glioma	CNS:Glioma_HighGrade	181.7136747	glioma	astrocytoma		GBM
HEC1A_ENDOMETRIUM	ACH-000954	HEC-1-A	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		71			Asian			CCLE	NIBRI						NA	endometrium	endometrium	Endometrium:Carcinoma	941.9709071	endometrial_adenocarcinoma			UCEC
TE1_OESOPHAGUS	ACH-000647	TE-1	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		NA			Asian			CCLE	JCRB	Epithelial like	RPMI 1640+10%FBS	NA			94.3	esophagus	esophagus	Oesophagus:Carcinoma	181.4703636	esophagus_squamous			ESCA
JHUEM2_ENDOMETRIUM	ACH-000909	JHUEM-2	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		62	asian		Asian		Endometrial Cancer	CCLE	GNF						NA	endometrium	endometrium	Endometrium:Carcinoma	353.0598376	endometrial_adenocarcinoma			UCEC
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	ACH-001126	MOG-G-UVW	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS			NA			Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	glioma			LGG
RERFLCAD1_LUNG	ACH-000791	RERF-LC-Ad1	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		70	asian		Asian			CCLE	HSRRB	ADHERENT	RPMI-1640+10% FBS	NA	5% DMSO		194.7	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	211.7713008	NSCLC	NSCLC_adenocarcinoma		LUAD
TE5_OESOPHAGUS	ACH-000408	TE-5	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		73			Asian			CCLE	Riken	Epithelial-like	RPMI+10%FBS	NA	5%DMSO		NA	esophagus	esophagus	Oesophagus:Carcinoma	132.1647346	esophagus_squamous			ESCA
KELLY_AUTONOMIC_GANGLIA	ACH-000259	KELLY	primary	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS			NA			Caucasian		neuroblastoma	CCLE					5% DMSO		40.9	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	94.73768069	neuroblastoma		MYCN_amp	NB
NCIH1155_LUNG	ACH-000980	NCI-H1155	metastasis	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		36	caucasian		Caucasian	lymph_node		CCLE	ATCC	clusters in suspension	DMEM:F12	plethora; see sheet	5% DMSO		53	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	686.7647964	NSCLC	NSCLC_large_cell		NA
TE15_OESOPHAGUS	ACH-000353	TE-15	primary	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		NA			Asian			CCLE	GNF						NA	esophagus	esophagus	Oesophagus:Carcinoma	131.4062314	esophagus_squamous			ESCA
ABC1_LUNG	ACH-000528	ABC-1	primary	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male		47			Asian		lung_cancer	CCLE	HSRRB	Adherent; 0.25% TRYPSIN	EMEM+10% FBS	NA	5% DMSO		40.12291	lung_NSC	lung_NSC	Lung:NSCLC_Others	146.9349526	NSCLC	NSCLC_adenocarcinoma		LUAD
8MGBA_CENTRAL_NERVOUS_SYSTEM	ACH-000137	8-MG-BA	primary	central_nervous_system	frontal_lobe	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female		54	african_american		Caucasian			CCLE	DSMZ	Adherent	EMEM + 20% FBS	NA	5% DMSO		43	glioma	glioma	CNS:Glioma_HighGrade	88.33759451	glioma	astrocytoma		GBM
NCIH1703_LUNG	ACH-000747	NCI-H1703	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		54	caucasian		Caucasian		lung_cancer	CCLE	ATCC	Adherent	RPMI+10%FBS	NA	5% DMSO		41.1	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	166.6783902	NSCLC	NSCLC_squamous		LUSC
AGS_STOMACH	ACH-000880	AGS	primary	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		54	caucasian		Caucasian			CCLE	NIBRI						NA	stomach	stomach	Gastric:Carcinoma	279.1727872	gastric_adenocarcinoma			STAD
QGP1_PANCREAS	ACH-000347	QGP-1	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		61	asian		Asian		Pancreatic Cancer	CCLE	HSRRB	adherent epithelial	RPMI-1640 + 10% FBS	NA	5%DMSO		92.1	pancreas	pancreas	Pancreas:Carcinoma	136.6267225	endocrine	somatostatinoma		PAAD
DETROIT562_UPPER_AERODIGESTIVE_TRACT	ACH-000207	Detroit 562	metastasis	upper_aerodigestive_tract	pharynx	NS	NS	carcinoma	NS	NS	NS	female	adult	NA	caucasian		Caucasian	pleura		CCLE	ATCC				5%DMSO		60.6	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	92.96836238	upper_aerodigestive_squamous	pharynx		HNSC
BT474_BREAST	ACH-000927	BT-474	primary	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		60	caucasian		Caucasian		breast_cancer	CCLE	NIBRI						NA	breast	breast	Breast:Carcinoma	359.6409124	breast_ductal_carcinoma	ERpos_HER2pos	HER2_amp	BRCA
ACHN_KIDNEY	ACH-000046	ACHN	metastasis	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		22	caucasian		Caucasian	pleura	kidney_cancer	CCLE	ATCC	Adherent	EMEM +10%FBS	NA	5% DMSO		284.1	kidney	kidney	Kidney:Carcinoma	68.18873896	renal_cell_carcinoma			KIRC
LOVO_LARGE_INTESTINE	ACH-000950	LoVo	metastasis	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		56	caucasian		Caucasian	lymph_node	colorectal_cancer	CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	453.4224896	colorectal_adenocarcinoma		MSI	COAD/READ
NCIH1581_LUNG	ACH-000015	NCI-H1581	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		44	caucasian		Caucasian			CCLE	ATCC	Mixed	DMEM:F12	plethora; see sheet	5% DMSO		34.1	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	105.484781	NSCLC	NSCLC_large_cell		NA
SCABER_URINARY_TRACT	ACH-000839	SCaBER	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		58	african_american		African_american			CCLE	ATCC	Adherent epithelial	EMEM +10%FBS	2 mM L-Glutamine ; 1.5 g/L sodium bicarbonate; 0.1 mM NEAA; 1.0 mM sodium pyruvate	5%DMSO		52.6	urinary_tract	urinary_tract	Bladder:Carcinoma	173.1708489	bladder_carcinoma	bladder_squamous		BLCA
SKMEL30_SKIN	ACH-000810	SK-MEL-30	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		67	caucasian		Caucasian	skin		CCLE	DSMZ	Adherent	RPMI-1640 + 10% FBS	NA	10%DMSO		41.6	melanoma	melanoma	Skin:Melanoma	180.5771581	melanoma			SKCM
OVKATE_OVARY	ACH-000443	OVKATE	primary	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		40	asian		Asian		Ovarian Cancer	CCLE	NIBRI		RPMI-1640+10% FBS	NA	5% DMSO		96	ovary	ovary	Ovary:Carcinoma	NA	ovary_adenocarcinoma	high_grade_serous		OV
22RV1_PROSTATE	ACH-000956	22Rv1	primary	prostate	NS	NS	NS	carcinoma	NS	NS	NS	male		NA			Caucasian		prostate_cancer	CCLE	ATCC	Adherent epithelial	RPMI-1640+10% FBS	NA	5%DMSO		58.4	prostate	prostate	Prostate:Carcinoma	539.8308684	prostate_adenocarcinoma			PRAD
C32_SKIN	ACH-000580	C32	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		53	caucasian		Caucasian			CCLE	ATCC	ADHERENT	EMEM+10%FBS	NA	5% DMSO		59	melanoma	melanoma	Skin:Melanoma	125.507998	melanoma	amelanotic		SKCM
PANC0327_PANCREAS	ACH-000139	Panc 03.27	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		65	caucasian		Caucasian			CCLE	ATCC	ADHERENT EPITHELIAL;	RPMI-1640+15% FBS	10 UNITS/ML INSULIN	5% DMSO		85.9	pancreas	pancreas	Pancreas:Carcinoma	87.6416756	exocrine	exocrine_adenocarcinoma		PAAD
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000817	RPMI 8226	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male		61			African_american		myeloma	CCLE	ATCC	Lymphoblast, suspension	RPMI-1640+ 10% FBS	NA	5% DMSO		76.6	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	169.3069282	multiple_myeloma	plasmacytoma		MM
DLD1_LARGE_INTESTINE	ACH-001061	DLD-1	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		NA			Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	NA	NA	colorectal_adenocarcinoma			COAD/READ
ES2_OVARY	ACH-000906	ES-2	primary	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female		47	african_american		Caucasian		ovarian_cancer	CCLE	ATCC	ADHERENT FIBROBLASTS	McCOY'S5A + 10%FBS	NA	5% DMSO		25.8	ovary	ovary	Ovary:Carcinoma	317.8007086	ovary_adenocarcinoma	clear_cell		OV
NCIH1395_LUNG	ACH-000327	NCI-H1395	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		55	caucasian		Caucasian		lung_cancer	CCLE	ATCC	adherent	RPMI+10%FBS	NA	5% DMSO		94.2	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	93.0620724	NSCLC	NSCLC_adenocarcinoma		LUAD
NCIH1781_LUNG	ACH-000379	NCI-H1781	metastasis	lung	NS	NS	NS	carcinoma	bronchioloalveolar_adenocarcinoma	NS	NS	female		66	caucasian		Caucasian	pleura		CCLE	ATCC	Adherent			5%DMSO		197.3	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	89.94197218	NSCLC	NSCLC_adenocarcinoma		LUAD
LS1034_LARGE_INTESTINE	ACH-000252	LS1034	primary	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		54	caucasian		Caucasian			CCLE	ATCC	adherent epithelial	RPMI-1640+ 10% FBS	NA	5% DMSO		93.9	colorectal	colorectal	Colorectal:Carcinoma	80.78238474	colorectal_adenocarcinoma			COAD/READ
G402_SOFT_TISSUE	ACH-000375	G-402	primary	soft_tissue	striated_muscle	kidney	NS	rhabdoid_tumour	NS	NS	NS	female		0.75	caucasian		Caucasian		renal_leiomyoblastoma	CCLE					5% DMSO		42.1	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	97.12610232	malignant_rhabdoid_tumor	renal_leiomyoblastoma		SARC
NCIH146_LUNG	ACH-000506	NCI-H146	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		59	caucasian		Caucasian	pleura		CCLE	ATCC	Suspension; multicell aggregates	RPMI+10%FBS	NA	5%DMSO		123.4	lung_small_cell	lung_small_cell	Lung:SCLC	126.0743491	SCLC			SCLC
SW48_LARGE_INTESTINE	ACH-000958	SW48	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		82	caucasian		Caucasian			CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	563.7096269	colorectal_adenocarcinoma		MSI	COAD/READ
CHP212_AUTONOMIC_GANGLIA	ACH-000120	CHP-212	primary	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS			NA			Caucasian		neuroblastoma	CCLE	NIBRI						93.8	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	89.60933679	neuroblastoma		MYCN_amp	NB
LS180_LARGE_INTESTINE	ACH-000957	LS 180	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		58	caucasian		Caucasian		colon_cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	Colorectal:Carcinoma	529.8257616	colorectal_adenocarcinoma		MSI	COAD/READ
SW403_LARGE_INTESTINE	ACH-000820	SW403	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		51	caucasian		Caucasian			CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	177.3707209	colorectal_adenocarcinoma			COAD/READ
NCIH747_LARGE_INTESTINE	ACH-000403	NCI-H747	metastasis	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		69	caucasian		Caucasian	lymph_node		CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	123.0807102	colorectal_adenocarcinoma			COAD/READ
RT4_URINARY_TRACT	ACH-000242	RT4	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	papillary_transitional_cell_carcinoma	NS	male		63	caucasian		Caucasian			CCLE	ATCC	Adherent epithelial	McCoy's 5A +10%	NA	5%DMSO		103.6	urinary_tract	urinary_tract	Bladder:Carcinoma	89.00340325	bladder_carcinoma	bladder_transitional_cell		BLCA
KATOIII_STOMACH	ACH-000793	KATO III	metastasis	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		55	asian		Asian	pleura		CCLE	ATCC	Mixed adherent and suspension (spherical)	IMDM + 20%FBS		5%DMSO		48.7	stomach	stomach	Gastric:Carcinoma	213.4511981	gastric_adenocarcinoma	signet_ring_cell		STAD
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000080	BDCM	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male		NA			Caucasian		acute myelogenous leukemia M5a	CCLE	NIBRI						NA	B-cell_ALL	B-cell_ALL	Leukemia:ALL	83.25472569	AML	M5		ALL
SW1417_LARGE_INTESTINE	ACH-000236	SW1417	primary	large_intestine	colon	sigmoid	NS	carcinoma	adenocarcinoma	NS	NS	female		53	caucasian		Caucasian			CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	93.40282504	colorectal_adenocarcinoma			COAD/READ
SW948_LARGE_INTESTINE	ACH-000680	SW948	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		81	caucasian		Caucasian			CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	145.6289472	colorectal_adenocarcinoma			COAD/READ
HS606T_FIBROBLAST	ACH-000540	Hs 606.T	primary	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		44	caucasian		Caucasian		Breast Cancer	CCLE	ATCC	adherent fibroblast	DMEM+10% FBS	NA	5% DMSO		365	breast	fibroblast_like	NA	110.7616206	fibroblast_breast			NA
MDAMB415_BREAST	ACH-000876	MDA-MB-415	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		38	caucasian		Caucasian	pleura	breast_adenocarcinoma	CCLE	ATCC	adherent epithelial	RPMI-1640 + 15% FBS	0.01 mg/ml insulin; 0.01 mg/ml glutathione	5%DMSO		184.8	breast	breast	Breast:Carcinoma	229.0732806	breast_carcinoma	ERpos_HER2neg	HER2_amp	BRCA
DMS79_LUNG	ACH-000703	DMS 79	primary	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS			65	caucasian		Caucasian			CCLE	ATCC	Suspension; multicell aggregates	RPMI-1640+10%FBS	NA	5% DMSO		244	lung_small_cell	lung_small_cell	Lung:SCLC	154.1632015	SCLC			SCLC
NCIH2106_LUNG	ACH-000904	NCI-H2106	metastasis	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male		58	caucasian		Caucasian	lymph_node		CCLE	GNF						NA	lung_NSC	lung_NSC	Lung:NSCLC_Others	259.7926564	NSCLC	NSCLC_large_cell		NA
SW579_THYROID	ACH-000163	SW579	primary	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	male		59	caucasian		Caucasian		thyroid_squamous_cell_carcinoma	CCLE	GNF						45	thyroid	thyroid	Thyroid:Carcinoma	90.3074789	thyroid_squamous			THCA
MDAMB468_BREAST	ACH-000849	MDA-MB-468	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		51	african_american		African_american	pleura	breast_cancer	CCLE	ATCC	adherent epithelial	DMEM+10% FBS	NA	5% DMSO		63.5	breast	breast	Breast:Carcinoma	188.2526523	breast_carcinoma	ERneg_HER2neg	basal_A	BRCA
NCIH526_LUNG	ACH-000767	NCI-H526	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		55	caucasian		Caucasian	bone_marrow	lung_cancer	CCLE	ATCC	round clusters in suspension	RPMI-1640+10%FBS	NA	5% DMSO		315	lung_small_cell	lung_small_cell	Lung:SCLC	178.8354237	SCLC			SCLC
TOV112D_OVARY	ACH-000048	TOV-112D	primary	ovary	NS	NS	NS	carcinoma	endometrioid_carcinoma	NS	NS	female		42	caucasian	canada	Caucasian		endometrioid_carcinoma	CCLE	ATCC	adherent;	MCDB 105:MEDIUM 199 (1:1) +15% FBS	NA	5% DMSO		35.5	ovary	ovary	Ovary:Carcinoma	71.79702895	ovary_adenocarcinoma	endometrioid		OV
BT549_BREAST	ACH-000288	BT-549	primary	breast	NS	NS	NS	carcinoma	ductal_carcinoma	papillary	NS	female		72	caucasian		Caucasian		breast_cancer	CCLE	ATCC	Adherent	RPMI + 10 % FBS	NA	5%DMSO		98.4	breast	breast	NA	100.4679692	breast_ductal_carcinoma	ERneg_HER2neg	basal_B	BRCA
NCIH2196_LUNG	ACH-000399	NCI-H2196	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		67	caucasian		Caucasian	bone_marrow		CCLE	ATCC	Adherent	DMEM:F12+5% FBS	5ug/ml insulin, 10ug/ml transferrin, 30nM Na Selenite, 10nM Hydrocortisone, 10nM Beta-estradiol, 10mM HEPES, 2mM L-glutamine	5% DMSO		89.9	lung_small_cell	lung_small_cell	Lung:SCLC	102.005835	SCLC			SCLC
CAL851_BREAST	ACH-000857	CAL-85-1	primary	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		35			Caucasian		breast_cancer	CCLE	DSMZ		DMEM+10% FBS	NA	5% DMSO		58.4	breast	breast	Breast:Carcinoma	176.8432245	breast_carcinoma	ERneg_HER2neg	basal_A	BRCA
EFO21_OVARY	ACH-000308	EFO-21	metastasis	ovary	NS	NS	NS	carcinoma	serous_carcinoma	NS	NS	female		56	caucasian		Caucasian	ascites		CCLE	NIBRI						NA	ovary	ovary	Ovary:Carcinoma	104.5920312	ovary_adenocarcinoma	clear_cell		OV
A375_SKIN	ACH-000219	A-375	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		54			Caucasian			CCLE	ATCC	Adherent	DMEM +10%FBS	NA	5%DMSO		30.8	melanoma	melanoma	Skin:Melanoma	150.0581377	melanoma			SKCM
HT29_LARGE_INTESTINE	ACH-000552	HT-29	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		44	caucasian		Caucasian		colon_cancer	CCLE	NIBRI						NA	colorectal	colorectal	Colorectal:Carcinoma	110.863065	colorectal_adenocarcinoma			COAD/READ
NCIH446_LUNG	ACH-000800	NCI-H446	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		61	caucasian		Caucasian	pleura		CCLE	ATCC	Mixed; adherent and suspension	RPMI-1640+10%FBS	NA	5% DMSO		294	lung_small_cell	lung_small_cell	Lung:SCLC	177.0097006	SCLC			SCLC
HS294T_SKIN	ACH-000014	Hs 294T	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		56	caucasian		Caucasian	lymph_node	melanoma	CCLE	ATCC	Adherent	DMEM +10%FBS	NA	5%DMSO		67.5	melanoma	melanoma	Skin:Melanoma	73.81343009	melanoma			SKCM
SKMEL5_SKIN	ACH-000730	SK-MEL-5	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female		24	caucasian		Caucasian	axillary_node	skin_cancer	CCLE	NIBRI						NA	melanoma	melanoma	Skin:Melanoma	138.4460038	melanoma			SKCM
HS944T_SKIN	ACH-000632	Hs 944.T	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		51	caucasian		Caucasian	lymph_node		CCLE	NIBRI						NA	melanoma	melanoma	Skin:Melanoma	111.4636539	melanoma			SKCM
TCCPAN2_PANCREAS	ACH-000502	TCC-PAN2	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	female		68	asian		Asian		Pancreatic Cancer	CCLE	HSRRB	adherent epithelial	RPMI-1640 + 10% FBS	NA	5%DMSO		83.3	pancreas	pancreas	Pancreas:Carcinoma	181.2273729	exocrine	exocrine_adenocarcinoma		PAAD
DOV13_OVARY	ACH-001063	DOV13	primary	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian		Ovarian Cancer	CCLE	Acd Lab	Suspension	RPMI-1640+10%FBS	NA	5%DMSO		29	ovary	ovary	Ovary:Carcinoma	NA	ovary_adenocarcinoma			OV
RMGI_OVARY	ACH-000719	RMG-I	primary	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female		34			Asian			CCLE	NIBRI						NA	ovary	ovary	Ovary:Carcinoma	217.4137109	ovary_adenocarcinoma	clear_cell		OV
PC3_PROSTATE	ACH-000090	PC-3	metastasis	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		62	caucasian		Caucasian	bone	prostate_cancer	CCLE	ATCC	ADHERENT EPITHELIAL;	F-12 +10%FBS	NA	5% DMSO		42.3	prostate	prostate	Prostate:Carcinoma	80.19387358	prostate_adenocarcinoma			PRAD
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000551	K-562	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	Ph_positive	NS	female		53			Caucasian	pleura	leukaemia	CCLE	ATCC	SUSPENSION	RPMI-1640+10%FBS	10mM L-GLUTAMINE	5%DMSO		53.2	CML	CML	Leukemia:CML	131.2836569	CML	blast_crisis		LCML
RT112_URINARY_TRACT	ACH-000473	RT-112	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		NA			Caucasian			CCLE	DSMZ	Adherent	RPMI +10%FBS	NA	5%DMSO		36.1	urinary_tract	urinary_tract	Bladder:Carcinoma	116.3492966	bladder_carcinoma	bladder_transitional_cell		BLCA
NUGC3_STOMACH	ACH-000911	NUGC-3	primary	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male		72			Asian			CCLE	JHSF	Epithelial-like	RPMI1640+10%FBS	NA	5%DMSO		34.2	stomach	stomach	Gastric:Carcinoma	334.9102022	gastric_adenocarcinoma			STAD
